school_name,school_about,school_location,state,city,country,type,total_student,international_student,accomodation_feature,work_permit_feature,program_cooporation,work_while_study,condition_offer_letter,library,founded,program_name,description,duration,grade_score,overall_band,pte_points_score, tofel_point,ielts_listening,ielts_speaking,ielts_writting,ielts_reading,new_stream,12th,Diploma,Graduation,Masters,stream_id,other_fees,application_fee,tution_fee_per_semester,cost_of_living,currency,acceptance_letter,intake_id,visa_processing_days,process_days,program_level,other_comment,Foundation Fee,acceptable_band,module,english_language,program_sort_order,Tution_fee_range_per_year,Jan_inake,May_intake,Sep_intake,Feb_Intake,July_intake,November_intake,Status
Cambrian College,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Ontario,Sudbury,Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,Supply Chain Management (SCGC),,2 sem,60,6.5,61,84,6,6,6,6,"7,7",,,"7,7",7,,,95,"19,500",,CAD,28 days,5,,1 Year,3,IELTS overall 6.5 no less than 6.0. Maximum number of 7 backlogs will be accepted,,6,,,,15000-18000,,May,,,,,Open
Cambrian College,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Ontario,Sudbury,Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,Business (GEBU),,4 sem,55,6,58,80,6,6,6,5.5,,Commerce,,,,,,95,"15,000",,CAD,28 days,5,,2 Years,6,IELTS overall 6.0 no bands less than 6.0 (For SDS admission) IELTS overall 6.0 no bands less than 5.5 in one module accepted (For Non SDS admission). Maximum number of 7 backlogs will be accepted,,5.5,1,,,15000-18000,,May,,,,,Open
Cambrian College,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Ontario,Sudbury,Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,Business - Accounting (BUAP),,4 sem,55,6,58,80,6,6,6,5.5,,Commerce,,,,,,95,"15,000",,CAD,28 days,5,,2 Years,6,IELTS overall 6.0 no bands less than 6.0 (For SDS admission) IELTS overall 6.0 no bands less than 5.5 in one module accepted (For Non SDS admission). Maximum number of 7 backlogs will be accepted,,5.5,1,,,15000-18000,,May,,,,,Open
Cambrian College,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Ontario,Sudbury,Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,Early Childhood Education (ECEP),,4 sem,55,6,58,80,6,6,6,5.5,,Arts,,,,,,95,"15,000",,CAD,28 days,5,,2 Years,6,IELTS overall 6.0 no bands less than 6.0 (For SDS admission) IELTS overall 6.0 no bands less than 5.5 in one module accepted (For Non SDS admission). Maximum number of 7 backlogs will be accepted,,5.5,1,,,15000-18000,,May,,,,,Open
Cambrian College,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Ontario,Sudbury,Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,Hospitality - Hotel and Restaurant (HRMD),,4 sem,55,6,58,80,6,6,6,5.5,,Commerce,,,,,,95,"15,000",,CAD,28 days,5,,2 Years,6,IELTS overall 6.0 no bands less than 6.0 (For SDS admission) IELTS overall 6.0 no bands less than 5.5 in one module accepted (For Non SDS admission). Maximum number of 7 backlogs will be accepted,,5.5,1,,,15000-18000,,May,,,,,Open
Cambrian College,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Ontario,Sudbury,Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,Business Fundamentals (BFPG),,2 sem,55,6,58,80,6,6,6,5.5,,Commerce,,,,,,95,"15,000",,CAD,28 days,5,,1 year,8,IELTS overall 6.0 no bands less than 6.0 (For SDS admission) IELTS overall 6.0 no bands less than 5.5 in one module accepted (For Non SDS admission). Maximum number of 7 backlogs will be accepted,,5.5,1,,,15000-18000,,May,,,,,Open
Cambrian College,"Cambrian College is a college of applied arts and technology in Greater Sudbury, Ontario, Canada. Established in 1967, and funded by the province of Ontario, Cambrian has campuses in Sudbury, Espanola and Little Current.","1400 Barry Downe Rd, Sudbury, ON P3A 3V8, Canada",Ontario,Sudbury,Canada,"1,5","4,800","1,600",yes,yes,yes,yes,yes,yes,1967,Personal Support Worker (PSWP),,2 sem,55,6,58,80,6,6,6,5.5,,"Medical,Super Medical",,,,,,95,"15,000",,CAD,28 days,5,,1 year,8,IELTS overall 6.0 no bands less than 6.0 (For SDS admission) IELTS overall 6.0 no bands less than 5.5 in one module accepted (For Non SDS admission). Maximum number of 7 backlogs will be accepted,,5.5,1,,,15000-18000,,May,,,,,Open
Bow Valley,"Bow Valley College is a public, board-governed college operating as a comprehensive community institution under the Post-Secondary Learning Act of Alberta. The branch campuses are: Airdrie, Banff, Canmore, Cochrane, High River, Okotoks, and Strathmore","345 6 Ave SE, Calgary, AB T2G 4V1, Canada",Alberta,Calgary,Canada,"1,5","17,000","1,300",yes,yes,yes,yes,yes,yes,1965,Health & Human Services Management � HHSM,,2 sem,60,6,,83,6,6,6,6,"16,18",,,"16,18",,,,140,"17,000",,CAD,42 days,5,,1 Year (30 Weeks),3,"Overall 6.0 bands, no less than 6.0 bands in each section",,6,,,,15000-17000,,May,,,,,Closed
Bow Valley,"Bow Valley College is a public, board-governed college operating as a comprehensive community institution under the Post-Secondary Learning Act of Alberta. The branch campuses are: Airdrie, Banff, Canmore, Cochrane, High River, Okotoks, and Strathmore","345 6 Ave SE, Calgary, AB T2G 4V1, Canada",Alberta,Calgary,Canada,"1,5","17,000","1,300",yes,yes,yes,yes,yes,yes,1965,Advanced 3D Animation & 3D Modelling,,4 sem,60,6,,83,6,6,6,6,Non medical,,,,,,,140,"15,000",,CAD,42 days,5,,2 Years,6,"Overall 6.0 bands, no less than 6.0 bands in each section",,6,,,,15000-17000,,May,,,,,Open
Bow Valley,"Bow Valley College is a public, board-governed college operating as a comprehensive community institution under the Post-Secondary Learning Act of Alberta. The branch campuses are: Airdrie, Banff, Canmore, Cochrane, High River, Okotoks, and Strathmore","345 6 Ave SE, Calgary, AB T2G 4V1, Canada",Alberta,Calgary,Canada,"1,5","17,000","1,300",yes,yes,yes,yes,yes,yes,1965,Advanced Visual Effects FX,,4 sem,60,6,,83,6,6,6,6,Non medical,,,,,,,140,"15,000",,CAD,42 days,5,,2 Years,6,"Overall 6.0 bands, no less than 6.0 bands in each section",,6,,,,15000-17000,,May,,,,,Open
Bow Valley,"Bow Valley College is a public, board-governed college operating as a comprehensive community institution under the Post-Secondary Learning Act of Alberta. The branch campuses are: Airdrie, Banff, Canmore, Cochrane, High River, Okotoks, and Strathmore","345 6 Ave SE, Calgary, AB T2G 4V1, Canada",Alberta,Calgary,Canada,"1,5","17,000","1,300",yes,yes,yes,yes,yes,yes,1965,Advanced Game Development,,4 sem,60,6,,83,6,6,6,6,Non medical,,,,,,,140,"15,000",,CAD,42 days,5,,2 Years,6,"Overall 6.0 bands, no less than 6.0 bands in each section",,6,,,,15000-17000,,May,,,,,Open
Bow Valley,"Bow Valley College is a public, board-governed college operating as a comprehensive community institution under the Post-Secondary Learning Act of Alberta. The branch campuses are: Airdrie, Banff, Canmore, Cochrane, High River, Okotoks, and Strathmore","345 6 Ave SE, Calgary, AB T2G 4V1, Canada",Alberta,Calgary,Canada,"1,5","17,000","1,300",yes,yes,yes,yes,yes,yes,1965,Advanced Film Production,,4 sem,60,6,,83,6,6,6,6,Non medical,,,,,,,140,"15,000",,CAD,42 days,5,,2 Years,6,"Overall 6.0 bands, no less than 6.0 bands in each section",,6,,,,15000-17000,,May,,,,,Closed
Bow Valley,"Bow Valley College is a public, board-governed college operating as a comprehensive community institution under the Post-Secondary Learning Act of Alberta. The branch campuses are: Airdrie, Banff, Canmore, Cochrane, High River, Okotoks, and Strathmore","345 6 Ave SE, Calgary, AB T2G 4V1, Canada",Alberta,Calgary,Canada,"1,5","17,000","1,300",yes,yes,yes,yes,yes,yes,1965,Foundation in Entertainment Arts,,2 sem,60,6,,83,6,6,6,6,Arts,,,,,,,140,"15,000",,CAD,42 days,5,,1 Year,8,"Overall 6.0 bands, no less than 6.0 bands in each section",,6,,,,15000-17000,,May,,,,,Closed
Bow Valley,"Bow Valley College is a public, board-governed college operating as a comprehensive community institution under the Post-Secondary Learning Act of Alberta. The branch campuses are: Airdrie, Banff, Canmore, Cochrane, High River, Okotoks, and Strathmore","345 6 Ave SE, Calgary, AB T2G 4V1, Canada",Alberta,Calgary,Canada,"1,5","17,000","1,300",yes,yes,yes,yes,yes,yes,1965,Medical Office Assistant � MOA,,2 sem,65,6,,83,6,6,6,6,"Medical,Super Medical",,,,,,,140,"15,000",,CAD,42 days,5,,1 Year,8,"Overall 6.0 bands, no less than 6.0 bands in each section",,6,,,,15000-17000,,May,,,,,Closed
Bow Valley,"Bow Valley College is a public, board-governed college operating as a comprehensive community institution under the Post-Secondary Learning Act of Alberta. The branch campuses are: Airdrie, Banff, Canmore, Cochrane, High River, Okotoks, and Strathmore","345 6 Ave SE, Calgary, AB T2G 4V1, Canada",Alberta,Calgary,Canada,"1,5","17,000","1,300",yes,yes,yes,yes,yes,yes,1965,Health & Human Services Management � HHSM,,2 sem,60,6,,83,6,6,6,6,"16,18",,,"16,18",,,,140,"17,000",,CAD,42 days,9,,1 Year (30 Weeks),3,"Overall 6.0 bands, no less than 6.0 bands in each section",,6,,,,15000-17000,,,Sep,,,,Open
Bow Valley,"Bow Valley College is a public, board-governed college operating as a comprehensive community institution under the Post-Secondary Learning Act of Alberta. The branch campuses are: Airdrie, Banff, Canmore, Cochrane, High River, Okotoks, and Strathmore","345 6 Ave SE, Calgary, AB T2G 4V1, Canada",Alberta,Calgary,Canada,"1,5","17,000","1,300",yes,yes,yes,yes,yes,yes,1965,Cloud Computing,,2 sem,60,6,,83,6,6,6,6,"1,2,7",,"1,2,7","1,2,7",,,,140,17000,,CAD,42 days,9,,1 Year,3,"Overall 6.0 bands, no less than 6.0 bands in each section",,6,,,,15000-17000,,,Sep,,,,Closed
Bow Valley,"Bow Valley College is a public, board-governed college operating as a comprehensive community institution under the Post-Secondary Learning Act of Alberta. The branch campuses are: Airdrie, Banff, Canmore, Cochrane, High River, Okotoks, and Strathmore","345 6 Ave SE, Calgary, AB T2G 4V1, Canada",Alberta,Calgary,Canada,"1,5","17,000","1,300",yes,yes,yes,yes,yes,yes,1965,Data Management and Analytics,,2 sem,60,6,,83,6,6,6,6,"1,2,7",,"1,2,7","1,2,7",,,,140,17000,,CAD,42 days,9,,1 Year,3,"Overall 6.0 bands, no less than 6.0 bands in each section",,6,,,,15000-17000,,,Sep,,,,Closed
Bow Valley,"Bow Valley College is a public, board-governed college operating as a comprehensive community institution under the Post-Secondary Learning Act of Alberta. The branch campuses are: Airdrie, Banff, Canmore, Cochrane, High River, Okotoks, and Strathmore","345 6 Ave SE, Calgary, AB T2G 4V1, Canada",Alberta,Calgary,Canada,"1,5","17,000","1,300",yes,yes,yes,yes,yes,yes,1965,Digital Marketing - DMP,,2 sem,60,6,,83,6,6,6,6,"7,2",,"7,2","7,2",,,,140,17000,,CAD,42 days,9,,1 Year,3,"Overall 6.0 bands, no less than 6.0 bands in each section",,6,,,,15000-17000,,,Sep,,,,Closed
Bow Valley,"Bow Valley College is a public, board-governed college operating as a comprehensive community institution under the Post-Secondary Learning Act of Alberta. The branch campuses are: Airdrie, Banff, Canmore, Cochrane, High River, Okotoks, and Strathmore","345 6 Ave SE, Calgary, AB T2G 4V1, Canada",Alberta,Calgary,Canada,"1,5","17,000","1,300",yes,yes,yes,yes,yes,yes,1965,Cybersecurity � CSP,,2 sem,60,6,,83,6,6,6,6,"1,2",,"1,2","1,2",,,,140,17000,,CAD,42 days,9,,1 Year,3,"Overall 6.0 bands, no less than 6.0 bands in each section",,6,,,,15000-17000,,,Sep,,,,Closed
Bow Valley,"Bow Valley College is a public, board-governed college operating as a comprehensive community institution under the Post-Secondary Learning Act of Alberta. The branch campuses are: Airdrie, Banff, Canmore, Cochrane, High River, Okotoks, and Strathmore","345 6 Ave SE, Calgary, AB T2G 4V1, Canada",Alberta,Calgary,Canada,"1,5","17,000","1,300",yes,yes,yes,yes,yes,yes,1965,Kitchen and Bath Design � KBD,,2 sem,60,6,,83,6,6,6,6,"1,2",,1,1,,,,140,17000,,CAD,42 days,9,,1 Year,3,"Overall 6.0 bands, no less than 6.0 bands in each section",,6,,,,15000-17000,,,Sep,,,,Closed
Bow Valley,"Bow Valley College is a public, board-governed college operating as a comprehensive community institution under the Post-Secondary Learning Act of Alberta. The branch campuses are: Airdrie, Banff, Canmore, Cochrane, High River, Okotoks, and Strathmore","345 6 Ave SE, Calgary, AB T2G 4V1, Canada",Alberta,Calgary,Canada,"1,5","17,000","1,300",yes,yes,yes,yes,yes,yes,1965,Software Development � SDP,,2 sem,60,6,,83,6,6,6,6,"1,2",,2,2,,,,140,17000,,CAD,42 days,9,,1 Year,3,"Overall 6.0 bands, no less than 6.0 bands in each section",,6,,,,15000-17000,,,Sep,,,,Closed
Bow Valley,"Bow Valley College is a public, board-governed college operating as a comprehensive community institution under the Post-Secondary Learning Act of Alberta. The branch campuses are: Airdrie, Banff, Canmore, Cochrane, High River, Okotoks, and Strathmore","345 6 Ave SE, Calgary, AB T2G 4V1, Canada",Alberta,Calgary,Canada,"1,5","17,000","1,300",yes,yes,yes,yes,yes,yes,1965,Advanced 3D Animation & 3D Modelling,,4 sem,60,6,,83,6,6,6,6,Non medical,,,,,,,140,17000,,CAD,42 days,9,,2 Years,6,"Overall 6.0 bands, no less than 6.0 bands in each section",,6,,,,15000-17000,,,Sep,,,,Closed
Bow Valley,"Bow Valley College is a public, board-governed college operating as a comprehensive community institution under the Post-Secondary Learning Act of Alberta. The branch campuses are: Airdrie, Banff, Canmore, Cochrane, High River, Okotoks, and Strathmore","345 6 Ave SE, Calgary, AB T2G 4V1, Canada",Alberta,Calgary,Canada,"1,5","17,000","1,300",yes,yes,yes,yes,yes,yes,1965,Advanced Game Development,,4 sem,60,6,,83,6,6,6,6,Non medical,,,,,,,140,17000,,CAD,42 days,9,,2 Years,6,"Overall 6.0 bands, no less than 6.0 bands in each section",,6,,,,15000-17000,,,Sep,,,,Open
Bow Valley,"Bow Valley College is a public, board-governed college operating as a comprehensive community institution under the Post-Secondary Learning Act of Alberta. The branch campuses are: Airdrie, Banff, Canmore, Cochrane, High River, Okotoks, and Strathmore","345 6 Ave SE, Calgary, AB T2G 4V1, Canada",Alberta,Calgary,Canada,"1,5","17,000","1,300",yes,yes,yes,yes,yes,yes,1965,Advanced Visual Effects FX,,4 sem,60,6,,83,6,6,6,6,Non medical,,,,,,,140,17000,,CAD,42 days,9,,2 Years,6,"Overall 6.0 bands, no less than 6.0 bands in each section",,6,,,,15000-17000,,,Sep,,,,Closed
Bow Valley,"Bow Valley College is a public, board-governed college operating as a comprehensive community institution under the Post-Secondary Learning Act of Alberta. The branch campuses are: Airdrie, Banff, Canmore, Cochrane, High River, Okotoks, and Strathmore","345 6 Ave SE, Calgary, AB T2G 4V1, Canada",Alberta,Calgary,Canada,"1,5","17,000","1,300",yes,yes,yes,yes,yes,yes,1965,Addiction Studies: Aboriginal Focus � AASD,,4 sem,60,6,,83,6,6,6,6,Arts,,,,,,,140,17000,,CAD,42 days,9,,2 Years (60 Weeks),6,"Overall 6.0 bands, no less than 6.0 bands in each section",,6,,,,15000-17000,,,Sep,,,,Closed
Bow Valley,"Bow Valley College is a public, board-governed college operating as a comprehensive community institution under the Post-Secondary Learning Act of Alberta. The branch campuses are: Airdrie, Banff, Canmore, Cochrane, High River, Okotoks, and Strathmore","345 6 Ave SE, Calgary, AB T2G 4V1, Canada",Alberta,Calgary,Canada,"1,5","17,000","1,300",yes,yes,yes,yes,yes,yes,1965,Business Administration - BA,,4 sem,65,6,,83,6,6,6,6,Commerce,,,7,,,,140,17000,,CAD,42 days,9,,2 Years (64 Weeks),6,"Overall 6.0 bands, no less than 6.0 bands in each section",,6,,,,15000-17000,,,Sep,,,,Closed
Bow Valley,"Bow Valley College is a public, board-governed college operating as a comprehensive community institution under the Post-Secondary Learning Act of Alberta. The branch campuses are: Airdrie, Banff, Canmore, Cochrane, High River, Okotoks, and Strathmore","345 6 Ave SE, Calgary, AB T2G 4V1, Canada",Alberta,Calgary,Canada,"1,5","17,000","1,300",yes,yes,yes,yes,yes,yes,1965,Child And Youth Care - CYCD,,4 sem,65,6,,83,6,6,6,6,Arts,,,"6,14",,,,140,17000,,CAD,42 days,9,,2 Years (64 Weeks),6,"Overall 6.0 bands, no less than 6.0 bands in each section",,6,,,,15000-17000,,,Sep,,,,Closed
Bow Valley,"Bow Valley College is a public, board-governed college operating as a comprehensive community institution under the Post-Secondary Learning Act of Alberta. The branch campuses are: Airdrie, Banff, Canmore, Cochrane, High River, Okotoks, and Strathmore","345 6 Ave SE, Calgary, AB T2G 4V1, Canada",Alberta,Calgary,Canada,"1,5","17,000","1,300",yes,yes,yes,yes,yes,yes,1965,Disability Studies - DCSD,,4 sem,65,6,,83,6,6,6,6,"Medical,Super Medical",,,18,,,,140,17000,,CAD,42 days,9,,2 Years (64 Weeks),6,"Overall 6.0 bands, no less than 6.0 bands in each section",,6,,,,15000-17000,,,Sep,,,,Closed
Bow Valley,"Bow Valley College is a public, board-governed college operating as a comprehensive community institution under the Post-Secondary Learning Act of Alberta. The branch campuses are: Airdrie, Banff, Canmore, Cochrane, High River, Okotoks, and Strathmore","345 6 Ave SE, Calgary, AB T2G 4V1, Canada",Alberta,Calgary,Canada,"1,5","17,000","1,300",yes,yes,yes,yes,yes,yes,1965,Digital Design � DD,,4 sem,65,6,,83,6,6,6,6,Non medical,,,2,,,,140,17000,,CAD,42 days,9,,2 Years,6,"Overall 6.0 bands, no less than 6.0 bands in each section",,6,,,,15000-17000,,,Sep,,,,Closed
Bow Valley,"Bow Valley College is a public, board-governed college operating as a comprehensive community institution under the Post-Secondary Learning Act of Alberta. The branch campuses are: Airdrie, Banff, Canmore, Cochrane, High River, Okotoks, and Strathmore","345 6 Ave SE, Calgary, AB T2G 4V1, Canada",Alberta,Calgary,Canada,"1,5","17,000","1,300",yes,yes,yes,yes,yes,yes,1965,Early Childhood Education and Development - ECED,,4 sem,65,6,,83,6,6,6,6,Arts,,,,,,,140,17000,,CAD,42 days,9,,2 Years (64 Weeks),6,"Overall 6.0 bands, no less than 6.0 bands in each section",,6,,,,15000-17000,,,Sep,,,,Closed
Bow Valley,"Bow Valley College is a public, board-governed college operating as a comprehensive community institution under the Post-Secondary Learning Act of Alberta. The branch campuses are: Airdrie, Banff, Canmore, Cochrane, High River, Okotoks, and Strathmore","345 6 Ave SE, Calgary, AB T2G 4V1, Canada",Alberta,Calgary,Canada,"1,5","17,000","1,300",yes,yes,yes,yes,yes,yes,1965,Information Technology Systems - ITS,,4 sem,65,6,,83,6,6,6,6,Non medical,,,2,,,,140,17000,,CAD,42 days,9,,2 Years,6,"Overall 6.0 bands, no less than 6.0 bands in each section",,6,,,,15000-17000,,,Sep,,,,Closed
Bow Valley,"Bow Valley College is a public, board-governed college operating as a comprehensive community institution under the Post-Secondary Learning Act of Alberta. The branch campuses are: Airdrie, Banff, Canmore, Cochrane, High River, Okotoks, and Strathmore","345 6 Ave SE, Calgary, AB T2G 4V1, Canada",Alberta,Calgary,Canada,"1,5","17,000","1,300",yes,yes,yes,yes,yes,yes,1965,Software Development - SD,,4 sem,65,6,,83,6,6,6,6,Non medical,,,2,,,,140,17000,,CAD,42 days,9,,2 Years,6,"Overall 6.0 bands, no less than 6.0 bands in each section",,6,,,,15000-17000,,,Sep,,,,Closed
