school_name,school_about,school_location,country,type,total_student,international_student,accomodation_feature,work_permit_feature,program_cooporation,work_while_study,condition_offer_letter,library,founded,program_name,description,duration,grade_score,overall_band,pte_score, tofel_point,ielts_listening,ielts_speaking,ielts_writting,ielts_reading,new_stream,stream_id,other_fees,application_fee,tution_fee_per_semester,cost_of_living,currency,acceptance_letter,intake_id,visa_processing_days,process_days,program_level,other_comment,Foundation Fee,acceptable_band,module,english_language,program_sort_order,,,,,,,,,
Algonquin  College,"Algonquin College of Applied Arts and Technology is a publicly funded English-language college and member of Polytechnics Canada located in Ottawa, Ontario, Canada","1385 Woodroffe Ave, Nepean, ON K2G 1V8, Canada",Canada,"1,5",12000,2000,yes,yes,yes,yes,yes,,1967,Computer Engineering Technology - Computing Science ,This three-year Ontario College Advanced Diploma program prepares students for an information technology (IT) career in the private or public sectors. Students gain the knowledge and skills to use a broad range of IT-based analytical thinking and problem-solving skills in support of the day-to-day operation of an enterprise`s software systems or in the development of new systems.,6 sem,60,6,,,6,6,6,6,"1,2",24,2000,,3070,11000,CAD,7 days,"1,5,9",,3 year,"2,1",,,,,,1,,,,,,,,,
Algonquin  College,"Algonquin College of Applied Arts and Technology is a publicly funded English-language college and member of Polytechnics Canada located in Ottawa, Ontario, Canada","1385 Woodroffe Ave, Nepean, ON K2G 1V8, Canada",Canada,"1,5",12000,2000,yes,yes,yes,yes,yes,yes,1967,Computer Programmer ,"This two-year Ontario College Diploma program prepares students for a career in software development. The program also specializes in program development strategies (using object-oriented modelling), database design and database administration.",4 sem ,60,6,,,6,6,6,6,"1,2",24,2000,,2738,11000,CAD,7 days,"1,5,9",,2 year,"2,1",,,,,,1,,,,,,,,,
Algonquin  College,"Algonquin College of Applied Arts and Technology is a publicly funded English-language college and member of Polytechnics Canada located in Ottawa, Ontario, Canada","1385 Woodroffe Ave, Nepean, ON K2G 1V8, Canada",Canada,"1,5",12000,2000,yes,yes,yes,yes,yes,yes,1967,Computer Systems Technician/Technology,"This two-year Ontario College Diploma program, accredited by the Ontario Association of Certified Engineering Technicians and Technologists (OACETT), prepares students for an Information Technology (IT) career in either the public or private sector. The program is designed to provide students with the technical knowledge, expertise and proficiency in installing, configuring and supporting a wide variety of computer, networking and operating systems (O/S) technologies commonly used in the day-to-day operations of many businesses and corporations.",4 sem ,60,6,,,6,6,6,6,"1,2",2,2000,,2738,11000,CAD,7 days,"1,5,9",,2 year,"2,1",,,,,,1,,,,,,,,,
Arbutus College Of Communication Arts Business & Technology Inc,"Arbutus College was established in 2002, with the key objective to provide students with a unique business and communication educational structure not available elsewhere in Vancouver. Various surveys conducted with over 1000 graduates from the College reflect a high level of satisfaction in their chosen programs of study. As a result, our students have increased confidence to compete for good positions in the job market.","473 W Hastings St, Vancouver, BC V6B 1L4, Canada",Canada,"1,4",1000,250,yes,no,yes,yes,yes,yes,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arbutus College Of Communication Arts Business & Technology Inc,"Arbutus College was established in 2002, with the key objective to provide students with a unique business and communication educational structure not available elsewhere in Vancouver. Various surveys conducted with over 1000 graduates from the College reflect a high level of satisfaction in their chosen programs of study. As a result, our students have increased confidence to compete for good positions in the job market.","473 W Hastings St, Vancouver, BC V6B 1L4, Canada",Canada,"1,4",1000,250,yes,no,yes,yes,yes,yes,2002,Hospitality Management,"The hotel management and operations specialty is one of the most dynamic areas of the tourism and hospitality industries. With the ongoing construction of luxury hotels and resorts worldwide, analysts expect job opportunities in hospitality management to be outstanding in the years to come. Today, well-qualified hotel managers are in ever-increasing demand in major cities and tourist resorts around the world.",4 sem ,60,6.5,,,6.5,6.5,6.5,6.5,"6,7,8,9,10",2,1030,150,8668,11000,CAD,7 days,"1,2,3,4,5,6,7,8,9,10,11,12",,2 year,"2,1",,,,,,1,,,,,,,,,
Arbutus College Of Communication Arts Business & Technology Inc,"Arbutus College was established in 2002, with the key objective to provide students with a unique business and communication educational structure not available elsewhere in Vancouver. Various surveys conducted with over 1000 graduates from the College reflect a high level of satisfaction in their chosen programs of study. As a result, our students have increased confidence to compete for good positions in the job market.","473 W Hastings St, Vancouver, BC V6B 1L4, Canada",Canada,"1,4",1000,250,yes,no,yes,yes,yes,yes,2002,Business Management,"Our Business Management Certificate program instructors are experienced educators who have worked in senior managerial positions in banking, international trade, retailing, and manufacturing. The business management courses are current, practical, and geared toward application in the “real world” to help students enter and succeed in the workforce.",2 sem,60,6.5,,,6.5,6.5,6.5,6.5,"7,8,9,10",3,1030,150,8668,11000,CAD,7 days,"1,2,3,4,5,6,7,8,9,10,11,12",,2 year,"2,1",,,,,,1,,,,,,,,,
Arbutus College Of Communication Arts Business & Technology Inc,"Arbutus College was established in 2002, with the key objective to provide students with a unique business and communication educational structure not available elsewhere in Vancouver. Various surveys conducted with over 1000 graduates from the College reflect a high level of satisfaction in their chosen programs of study. As a result, our students have increased confidence to compete for good positions in the job market.","473 W Hastings St, Vancouver, BC V6B 1L4, Canada",Canada,"1,4",1000,250,yes,no,yes,yes,yes,yes,2002,Marketing,"Marketing drives business development, both locally and globally. It is about understanding and satisfying customers’ needs and desires. As an information society, we have the ability to connect global markets and create new marketing opportunities like never before. This, however, also presents many challenges.",4 sem ,60,6.5,,,6.5,6.5,6.5,6.5,"7,8,9,10",3,1030,150,8668,11000,CAD,7 days,"1,2,3,4,5,6,7,8,9,10,11,12",,2 year,"2,1",,,,,,1,,,,,,,,,
Arbutus College Of Communication Arts Business & Technology Inc,"Arbutus College was established in 2002, with the key objective to provide students with a unique business and communication educational structure not available elsewhere in Vancouver. Various surveys conducted with over 1000 graduates from the College reflect a high level of satisfaction in their chosen programs of study. As a result, our students have increased confidence to compete for good positions in the job market.","473 W Hastings St, Vancouver, BC V6B 1L4, Canada",Canada,"1,4",1000,250,yes,no,yes,yes,yes,yes,2002,International Trade,"At Arbutus College, our International Trade Certificate program gives students the relevant skills and experience to enter this exciting industry. We offer practical courses geared towards real-world knowledge. Upon completion of the program, students will be able to read, write, and comprehend trade documents, as well as to carry out appropriate trade procedures and operations.",2 sem,60,6.5,,,6.5,6.5,6.5,6.5,"7,8,9,10",3,1030,150,8668,11000,CAD,7 days,"1,2,3,4,5,6,7,8,9,10,11,12",,1 year,2,,,,,,2,,,,,,,,,
Beta College of Business and Technology ,Beta College of Business and Technology conducts programs leading to the award of Diploma and Certificates. Programs are designed to meet the demands of the Canadian labour market. The College is a member of the Ontario Association of Career Colleges (OACC) and the National Association of Career Colleges ( NACC,"2347 Kennedy Rd Suite 301, Scarborough, ON M1T 3T8, Canada",Canada,"1,4",3000,200,yes,no,yes,yes,yes,yes,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beta College of Business and Technology ,Beta College of Business and Technology conducts programs leading to the award of Diploma and Certificates. Programs are designed to meet the demands of the Canadian labour market. The College is a member of the Ontario Association of Career Colleges (OACC) and the National Association of Career Colleges ( NACC,"2347 Kennedy Rd Suite 301, Scarborough, ON M1T 3T8, Canada",Canada,"1,4",3000,200,yes,no,yes,yes,yes,yes,1960,Diploma in Automation Technology,"Our Diploma in Automation Technology program is designed to meet the demand of manufacturing industries of Ontario by providing hands on training in real world environment in our labs.Our highly skilled instructors will train you to handle, trouble shoot , develope and implement new automation systems. In our diploma program you will learn: PLC Programming HMI Programming VFD Programming and setting parameter...",4 sem ,55,6,,,6,6,6,6,"1,2",24,1085,250,7245,11000,CAD,7 days,"1,5,9",,1 year,1,Overall 6 Not less then 5.5 is also accepteble in 3 module and in 1 module 5 is also acceptable,,5.5,3,,1,,,,,,,,,
Beta College of Business and Technology ,Beta College of Business and Technology conducts programs leading to the award of Diploma and Certificates. Programs are designed to meet the demands of the Canadian labour market. The College is a member of the Ontario Association of Career Colleges (OACC) and the National Association of Career Colleges ( NACC,"2347 Kennedy Rd Suite 301, Scarborough, ON M1T 3T8, Canada",Canada,"1,4",3000,200,yes,no,yes,yes,yes,yes,1960,Diploma in CAD/CAM Technology,Our Diploma in CAD/CAM Technology program is designed to join the engineering team of the manufacturing Industries of Ontario that runs the economy of our great land and earn for good life style. This program gives you hands on technical skills to join any sized industrial setting. You will also learn:,4 sem ,55,6,,,6,6,6,6,"1,2,3",24,1085,250,7245,11000,CAD,7 days,"1,5,9",,1 year,1,Overall 6 Not less then 5.5 is also accepteble in 3 module and in 1 module 5 is also acceptable,,5.5,3,,1,,,,,,,,,
Beta College of Business and Technology ,Beta College of Business and Technology conducts programs leading to the award of Diploma and Certificates. Programs are designed to meet the demands of the Canadian labour market. The College is a member of the Ontario Association of Career Colleges (OACC) and the National Association of Career Colleges ( NACC,"2347 Kennedy Rd Suite 301, Scarborough, ON M1T 3T8, Canada",Canada,"1,4",3000,200,yes,no,yes,yes,yes,yes,1960,Diploma in Computerized Accounting,"Our Diploma in Computerized Accounting program is uniquely designed to meet the needs of small to large cooperate businesses. It will help you to handle the multi-tasking demands of modern office environment. You will be able to handle accounting entries, payroll preparation, charts of accounts, preparing business documents, spreadsheets and communicating and organizing in outlook",4 sem ,55,6,,,6,6,6,6,"2,7,20",3,1085,250,7245,11000,CAD,7 days,"1,5,9",,1 year,1,Overall 6 Not less then 5.5 is also accepteble in 3 module and in 1 module 5 is also acceptable,,5.5,3,,1,,,,,,,,,
Beta College of Business and Technology ,Beta College of Business and Technology conducts programs leading to the award of Diploma and Certificates. Programs are designed to meet the demands of the Canadian labour market. The College is a member of the Ontario Association of Career Colleges (OACC) and the National Association of Career Colleges ( NACC,"2347 Kennedy Rd Suite 301, Scarborough, ON M1T 3T8, Canada",Canada,"1,4",3000,200,yes,no,yes,yes,yes,yes,1960,Diploma in Food Service Worker,"Food Service Worker Diploma Program is designed to provide you the knowledge and  skills required to be an effective member  of a food service team  in a commercial, institutional or long-term care facility.",4 sem ,55,6,,,6,6,6,6,6,2,1085,250,7245,11000,CAD,7 days,"1,5,9",,2 year,2,Overall 6 Not less then 5.5 is also accepteble in 3 module and in 1 module 5 is also acceptable,,5.5,3,,1,,,,,,,,,
Brandon University,"Brandon University offers undergraduate and graduate degrees through its faculties of Arts, Education, Health Studies, and Science and its School of Music.","270 18th St, Brandon, MB R7A 6A9, Canada",Canada,"2,5",3073,900,yes,yes,yes,yes,yes,yes,1899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon University,"Brandon University offers undergraduate and graduate degrees through its faculties of Arts, Education, Health Studies, and Science and its School of Music.","270 18th St, Brandon, MB R7A 6A9, Canada",Canada,"2,5",3073,900,yes,yes,yes,yes,yes,yes,1899,Bachelor of Arts,"Students may complete an Arts degrees at Brandon University in the Humanities, Social Sciences, Fine and Creative Arts, Business Administration and Applied Disaster and Emergency Studies.",8 sem ,60,6,,,6,6,6,6,6,2,1310,162,9000,11000,CAD,7 days,"1,5,9",,4 year,1,,,,,,,,,,,,,,,
Brandon University,"Brandon University offers undergraduate and graduate degrees through its faculties of Arts, Education, Health Studies, and Science and its School of Music.","270 18th St, Brandon, MB R7A 6A9, Canada",Canada,"2,5",3073,900,yes,yes,yes,yes,yes,yes,1899,Bachelor of Business Administration,"Built on a foundation of courses in the core areas of business including accounting, information management, marketing management, human resources, operations and production management and finance, the BBA challenges students to refine their knowledge and understanding of general business. The BBA capstone course, Small Business Management, requires students to integrate all their knowledge through the preparation and presentation of a comprehensive business plan and through the completion of a hands on consulting project, working with local businesses. BBA students complement their business administration studies with required co-requisite courses, courses from the humanities and natural sciences and electives of their choice.",8 sem ,60,6,,,6,6,6,6,"7,8,10",3,1310,162,9000,11000,CAD,7 days,"1,5,9",,4 year,1,,,,,,,,,,,,,,,
Brandon University,"Brandon University offers undergraduate and graduate degrees through its faculties of Arts, Education, Health Studies, and Science and its School of Music.","270 18th St, Brandon, MB R7A 6A9, Canada",Canada,"2,5",3073,900,yes,yes,yes,yes,yes,yes,1899,Bachelor of Education (5 Year Integrated),The Bachelor of Arts/Bachelor of Education (5-Year Integrated) program is intended to serve students entering university with a clear professional goal in mind. This program is designed to prepare students as teachers in the early and middle years stream. ,8 sem ,60,6,,,6,6,6,6,"6,14",2,1310,162,9000,11000,CAD,7 days,"1,5,9",,4 year,1,,,,,,,,,,,,,,,
Brandon University,"Brandon University offers undergraduate and graduate degrees through its faculties of Arts, Education, Health Studies, and Science and its School of Music.","270 18th St, Brandon, MB R7A 6A9, Canada",Canada,"2,5",3073,900,yes,yes,yes,yes,yes,yes,1899,Bachelor of Fine Arts,"The Bachelor of Fine Arts course load includes classes in art studio, lectures in art history and visual culture, and at least one business course. The studio programs foster an informed, contemporary professional practice in the majors listed above. Students are encouraged to immerse themselves in a wide spectrum of creative directions and opportunities in addition to their specialized major. Ceramic majors have the opportunity to hand-build, wheel-throw, and create clay sculpture in a new state-of-the-art ceramic studio. As a non-studio minor degree, Art History/Visual Culture opens the way to appreciating visual expressions and ideas from many different cultures and time periods.",8 sem ,60,6,,,6,6,6,6,6,2,1310,162,9000,11000,CAD,7 days,"1,5,9",,4 year,1,,,,,,,,,,,,,,,
Brandon University,"Brandon University offers undergraduate and graduate degrees through its faculties of Arts, Education, Health Studies, and Science and its School of Music.","270 18th St, Brandon, MB R7A 6A9, Canada",Canada,"2,5",3073,900,yes,yes,yes,yes,yes,yes,1899,Bachelor of Physical Education Studies,The Bachelor of Physical Education Studies is a three-year undergraduate degree. The BPES provides students with in-depth knowledge of the field of physical education and with the fundamental and specialized skills required by physical educators.,8 sem ,60,6,,,6,6,6,6,"14,16",24,1310,162,9000,11000,CAD,7 days,"1,5,9",,4 year,1,,,,,,,,,,,,,,,
Brandon University,"Brandon University offers undergraduate and graduate degrees through its faculties of Arts, Education, Health Studies, and Science and its School of Music.","270 18th St, Brandon, MB R7A 6A9, Canada",Canada,"2,5",3073,900,yes,yes,yes,yes,yes,yes,1899,Bachelor of Science,"Brandon University provides students with many opportunities to pursue a Bachelor of Science degree.  Although the scope of science education at Brandon University is broad, a number of major themes are present in the learning experience.  Chief among these themes is our commitment to undergraduate education.  Next is our commitment to helping students develop both critical thinking and domain specific skills as they work through their curriculum. Regardless of the major subject area a student selects in the Faculty of Science, all students learn how to collect and organize data to better understand the world.",8 sem ,60,6,,,6,6,6,6,5,23,1310,162,9000,11000,CAD,7 days,"1,5,9",,4 year,1,,,,,,,,,,,,,,,
Brandon University,"Brandon University offers undergraduate and graduate degrees through its faculties of Arts, Education, Health Studies, and Science and its School of Music.","270 18th St, Brandon, MB R7A 6A9, Canada",Canada,"2,5",3073,900,yes,yes,yes,yes,yes,yes,1899,Bachelor of Science in Psychiatric Nursing,"Psychiatric Nursing is concerned with the health, especially the mental health, of individuals, families, groups and communities. Psychiatric nurses engage in therapeutic interactions with people to promote, maintain and  restore health. They are concerned with those affected by psychiatric illness and developmental challenges, and with the influence of society on the mental health of people.",8 sem ,60,6,,,6,6,6,6,"16,18",23,1310,162,9000,11000,CAD,7 days,"1,5,9",,4 year,1,,,,,,,,,,,,,,,
